Nombre.de.Comunidad,Código.de.Provincia,Nombre.de.Provincia,Población,Total.censo.electoral,Total.votantes,Votos.válidos,Votos.a.candidaturas,Votos.en.blanco,Votos.nulos,siglas,votos,sobrevalido,swingfactor_abs,swingfactor
Principado de Asturias,33,Asturias,1051229,982837,600463,594699,589325,5374,5764,VOX,1442,0.24247560530621373,1.1606541982188268,1.0667318076074825
Illes Balears,7,Illes Balears,1104479,772939,469437,464787,460561,4226,4650,VOX,0,0,1.171419168730247,1.088874306816259
Canarias,35,Las Palmas,1098406,842916,508957,502506,499004,3502,6451,VOX,882,0.17552029229501737,1.1819656201767403,1.0463145374106289
Canarias,38,Santa Cruz de Tenerife,1001900,833373,481925,476666,473883,2783,5259,VOX,0,0,1.2581071785374423,1.0247818475567787
Cantabria,39,Cantabria,585179,498203,341348,337567,335113,2454,3781,VOX,713,0.2112173287080787,0.9392647389515052,1.15940507974147
Castilla - La Mancha,2,Albacete,394580,310083,221706,219473,218043,1430,2233,VOX,0,0,0.8502708455678165,1.1363168590873725
Castilla - La Mancha,13,Ciudad Real,513713,400552,282634,279396,277457,1939,3238,VOX,0,0,0.8782480415689832,1.1505969501964375
Castilla - La Mancha,16,Cuenca,203841,157835,117118,115849,115026,823,1269,VOX,274,0.23651477354142028,0.7696060045183283,1.1407221377204542
Castilla - La Mancha,19,Guadalajara,253686,182408,132903,131538,130716,822,1365,VOX,541,0.4112879928233666,0.8096571833145115,1.1317681453695938
Castilla - La Mancha,45,Toledo,693371,518206,371866,367503,365529,1974,4363,VOX,1013,0.27564400834823116,0.842474187866627,1.1573612784471048
Castilla y León,5,Ávila,164925,139218,100106,98917,98200,717,1189,VOX,0,0,0.8381285291099745,1.3078409082575453
Castilla y León,9,Burgos,364002,300243,209246,206981,205169,1812,2265,VOX,647,0.3125890782245713,0.9041701679078291,1.1794593937465085
Castilla y León,24,León,479395,440263,284076,280858,278461,2397,3218,VOX,620,0.22075212384906254,1.0583484659042242,1.1324662141444215
Castilla y León,34,Palencia,166035,143769,101838,100626,99788,838,1212,VOX,0,0,0.8700935674605698,1.1920262456532407
Castilla y León,37,Salamanca,339395,308612,204615,202483,201040,1443,2132,VOX,0,0,1.0053192356495122,1.2966935303899183
Castilla y León,40,Segovia,157570,120823,89662,88525,87910,615,1137,VOX,277,0.3129059587687094,0.7694098847172584,1.2091561084834823
Castilla y León,42,Soria,91006,76814,50337,49618,49018,600,719,VOX,119,0.23983231891652224,1.0283107699701468,1.1907099241125887
Castilla y León,47,Valladolid,526288,433056,319280,315768,313534,2234,3512,VOX,1078,0.3413898811785868,0.7837951850043215,1.153784940335513
Castilla y León,49,Zamora,183436,173320,110339,108893,107883,1010,1446,VOX,0,0,1.0840688406176278,1.2556132555958113
Cataluña,8,Barcelona,5523922,4131319,2659818,2643933,2622852,21081,15885,VOX,0,0,1.0625951302898626,0.6364573426719531
Cataluña,17,Girona,753054,512366,310377,307853,305211,2642,2524,VOX,0,0,1.1760977155007135,0.5153829256885782
Cataluña,25,Lleida,436029,313207,182909,181159,179003,2156,1750,VOX,198,0.10929625356730828,1.2410871524930254,0.5758828055879629
Cataluña,43,Tarragona,795101,562990,347861,344620,341560,3060,3241,VOX,0,0,1.139972218737824,0.6597562531397942
Extremadura,6,Badajoz,686730,558228,382981,377949,375230,2719,5032,VOX,617,0.16324953895896008,0.9365586208921605,1.0777950127224025
Extremadura,10,Cáceres,406267,349082,239735,236205,234666,1539,3530,VOX,409,0.1731546749645435,0.9344916107886598,1.0873015600466265
Galicia,15,A Coruña,1127196,1087472,651065,643389,636696,6693,7676,VOX,1026,0.1594680667527732,1.1972080117288424,1.1099340356777185
Galicia,27,Lugo,339386,348561,196272,192957,190869,2088,3315,VOX,0,0,1.3034240559407635,1.2165303764977122
Galicia,32,Ourense,318391,364469,188562,186177,184650,1527,2385,VOX,0,0,1.4398541976695018,1.277242684535405
Galicia,36,Pontevedra,947374,901233,551762,544673,540255,4418,7089,VOX,0,0,1.1568313436579687,1.0695726031375337
Comunidad de Madrid,28,Madrid,6436996,4927932,3489376,3465795,3447658,18137,23581,VOX,16803,0.48482382829913484,0.8708794774093342,1.1373495312677178
Comunidad Foral de Navarra,31,Navarra,640476,502530,338720,335335,331867,3468,3385,VOX,0,0,0.9724659571019328,0.8866813567238485
País Vasco,1,Araba - Álava,323648,254579,169331,167640,166562,1078,1691,VOX,306,0.18253400143163923,0.9989818840878956,0.6697837482561817
País Vasco,20,Gipuzkoa,716834,580706,367464,365493,362782,2711,1971,VOX,0,0,1.0955001058829656,0.4568880157666715
País Vasco,48,Bizkaia,1148775,948080,625444,621219,617312,3907,4225,VOX,641,0.10318422327713736,1.0152285669577845,0.5023942941564379
Región de Murcia,30,Murcia,1467288,1034075,719536,713592,709879,3713,5944,VOX,2622,0.36743685467325865,0.9074411158162694,1.2552695698339877
La Rioja,26,La Rioja,317053,247670,174913,172982,171757,1225,1931,VOX,366,0.2115827080274248,0.8763899110111971,1.1623385648637543
Comunitat Valenciana,3,Alicante / Alacant,1855047,1253296,882601,875169,870331,4838,7432,VOX,2003,0.2288700810929089,0.882386925972212,1.1053649856058612
Comunitat Valenciana,12,Castellón / Castelló,582327,416491,302324,299204,297135,2069,3120,VOX,711,0.23763051296105667,0.8177695926626533,1.0494412208780766
Comunitat Valenciana,46,Valencia / València,2543315,1946046,1431843,1419521,1411013,8508,12322,VOX,3381,0.2381789350069495,0.7882745302115405,1.0153621291777783
Ciudad de Ceuta,51,Ceuta,84263,61587,31194,30837,30521,316,357,VOX,139,0.4507572072510296,1.4722464326906544,1.3725641121903425
Ciudad de Melilla,52,Melilla,85584,57795,27483,27121,26853,268,362,VOX,0,0,1.564661203773274,1.3631836861634747
Andalucía,4,Almería,701211,491496,308989,306674,304461,2213,2315,UP,40578,13.231640112953821,1.1077851234609697,0.6270919484812237
Andalucía,11,Cádiz,1240284,993689,622252,615755,608817,6938,6497,UP,130643,21.21671768804151,1.115143277818196,1.0055316439830098
Andalucía,14,Córdoba,795611,651184,452038,446818,442329,4489,5220,UP,85058,19.036386179607803,0.91235500030757255,0.9021983971378105
Andalucía,18,Granada,917297,748579,494171,489540,486116,3424,4631,UP,86975,17.76667892307064,1.0138859719771813,0.8420226977758596
Andalucía,21,Huelva,520017,396117,249269,245819,243293,2526,3450,UP,40023,16.281491666632768,1.1059628648205073,0.771634676143733
Andalucía,23,Jaén,654170,532211,375082,370762,368217,2545,4320,UP,53239,14.359346427087996,0.88078212057665906,0.6805377453596206
Andalucía,29,Málaga,1628973,1163657,752086,744858,738680,6178,7228,UP,140829,18.906825193526817,1.0551538057793985,0.8960580660439249
Andalucía,41,Sevilla,1941480,1531806,1044851,1033112,1023530,9582,11739,UP,214663,20.778289285188826,0.9483770879627175,0.9847530466914135
Aragón,22,Huesca,222909,173546,118018,116884,115680,1204,1134,UP,22430,19.18996612025598,0.95453841968319,0.90947706731071
Aragón,44,Teruel,138932,109380,75932,74922,74218,704,1010,UP,12558,16.761431889164733,0.9122801505207698,0.7943806582542526
Aragón,50,Zaragoza,956006,734064,517144,513135,509011,4124,4009,UP,104199,20.306352129556547,0.8815798597753839,0.9623863568510211
Principado de Asturias,33,Asturias,1051229,982837,600463,594699,589325,5374,5764,UP,141845,23.851561882565804,1.1606541982188268,1.1304057764249196
Illes Balears,7,Illes Balears,1104479,772939,469437,464787,460561,4226,4650,UP,118082,25.4056159057805,1.171419168730247,1.2040576258663744
Canarias,35,Las Palmas,1098406,842916,508957,502506,499004,3502,6451,UP,113256,22.53823834939284,1.1819656201767403,1.068162954947528
Canarias,38,Santa Cruz de Tenerife,1001900,833373,481925,476666,473883,2783,5259,UP,85178,17.869535481867807,1.2581071785374423,0.8468974162022657
Cantabria,39,Cantabria,585179,498203,341348,337567,335113,2454,3781,UP,59845,17.728332449558163,0.9392647389515052,0.840205329362946
Castilla - La Mancha,2,Albacete,394580,310083,221706,219473,218043,1430,2233,UP,33509,15.267937286135425,0.8502708455678165,0.7235989235135272
Castilla - La Mancha,13,Ciudad Real,513713,400552,282634,279396,277457,1939,3238,UP,37510,13.425389053529758,0.8782480415689832,0.6362743627265287
Castilla - La Mancha,16,Cuenca,203841,157835,117118,115849,115026,823,1269,UP,15263,13.174908717382108,0.7696060045183283,0.6244032567479672
Castilla - La Mancha,19,Guadalajara,253686,182408,132903,131538,130716,822,1365,UP,23884,18.157490611078167,0.8096571833145115,0.8605445787240836
Castilla - La Mancha,45,Toledo,693371,518206,371866,367503,365529,1974,4363,UP,53994,14.692124962245206,0.842474187866627,0.6963092399168344
Castilla y León,5,Ávila,164925,139218,100106,98917,98200,717,1189,UP,12527,12.66415277454836,0.8381285291099745,0.6001968139596379
Castilla y León,9,Burgos,364002,300243,209246,206981,205169,1812,2265,UP,35705,17.250375638343616,0.9041701679078291,0.817553347788797
Castilla y León,24,León,479395,440263,284076,280858,278461,2397,3218,UP,49484,17.618867897656468,1.0583484659042242,0.8350174359078895
Castilla y León,34,Palencia,166035,143769,101838,100626,99788,838,1212,UP,15077,14.98320513584958,0.8700935674605698,0.7101045088080369
Castilla y León,37,Salamanca,339395,308612,204615,202483,201040,1443,2132,UP,25441,12.564511588627195,1.0053192356495122,0.5954744828733267
Castilla y León,40,Segovia,157570,120823,89662,88525,87910,615,1137,UP,13440,15.182151934481785,0.7694098847172584,0.7195332670370514
Castilla y León,42,Soria,91006,76814,50337,49618,49018,600,719,UP,7599,15.315006650812204,1.0283107699701468,0.7258296990906258
Castilla y León,47,Valladolid,526288,433056,319280,315768,313534,2234,3512,UP,51637,16.35282865901548,0.7837951850043215,0.7750155762566577
Castilla y León,49,Zamora,183436,173320,110339,108893,107883,1010,1446,UP,15403,14.145078196027294,1.0840688406176278,0.6703828528922887
Cataluña,8,Barcelona,5523922,4131319,2659818,2643933,2622852,21081,15885,UP,694315,26.260688149056726,1.0625951302898626,1.2445823767325461
Cataluña,17,Girona,753054,512366,310377,307853,305211,2642,2524,UP,53277,17.305986948316242,1.1760977155007135,0.8201889548965043
Cataluña,25,Lleida,436029,313207,182909,181159,179003,2156,1750,UP,30182,16.660502652366155,1.2410871524930254,0.7895972821026613
Cataluña,43,Tarragona,795101,562990,347861,344620,341560,3060,3241,UP,75328,21.85827868376763,1.139972218737824,1.0359373783776127
Extremadura,6,Badajoz,686730,558228,382981,377949,375230,2719,5032,UP,47182,12.483694890051304,0.9365586208921605,0.5916443075853698
Extremadura,10,Cáceres,406267,349082,239735,236205,234666,1539,3530,UP,33164,14.04034630934993,0.9344916107886598,0.6654192563672953
Galicia,15,A Coruña,1127196,1087472,651065,643389,636696,6693,7676,UP,148566,23.091162578160336,1.1972080117288424,1.0943678946995419
Galicia,27,Lugo,339386,348561,196272,192957,190869,2088,3315,UP,32752,16.97372989837114,1.3034240559407635,0.804442175278253
Galicia,32,Ourense,318391,364469,188562,186177,184650,1527,2385,UP,29136,15.64962374514575,1.4398541976695018,0.741688329153827
Galicia,36,Pontevedra,947374,901233,551762,544673,540255,4418,7089,UP,137088,25.168862785561245,1.1568313436579687,1.1928370988417651
Comunidad de Madrid,28,Madrid,6436996,4927932,3489376,3465795,3447658,18137,23581,UP,737885,21.29049756260829,0.8708794774093342,1.0090283205027626
Comunidad Foral de Navarra,31,Navarra,640476,502530,338720,335335,331867,3468,3385,UP,94972,28.321529217051605,0.9724659571019328,1.342252569528512
País Vasco,1,Araba - Álava,323648,254579,169331,167640,166562,1078,1691,UP,51827,30.91565258888094,0.9989818840878956,1.465196805160234
País Vasco,20,Gipuzkoa,716834,580706,367464,365493,362782,2711,1971,UP,104566,28.609576653998847,1.0955001058829656,1.3559041068245898
País Vasco,48,Bizkaia,1148775,948080,625444,621219,617312,3907,4225,UP,179347,28.870172998572162,1.0152285669577845,1.3682546444820929
Región de Murcia,30,Murcia,1467288,1034075,719536,713592,709879,3713,5944,UP,103522,14.507169362885234,0.9074411158162694,0.687543571700722
La Rioja,26,La Rioja,317053,247670,174913,172982,171757,1225,1931,UP,28772,16.632944468210564,0.8763899110111971,0.7882912070241973
Comunitat Valenciana,3,Alicante / Alacant,1855047,1253296,882601,875169,870331,4838,7432,UP,193263,22.08293483887112,0.882386925972212,1.0465845895199584
Comunitat Valenciana,12,Castellón / Castelló,582327,416491,302324,299204,297135,2069,3120,UP,72281,24.15776527051777,0.8177695926626533,1.1449177853325958
Comunitat Valenciana,46,Valencia / València,2543315,1946046,1431843,1419521,1411013,8508,12322,UP,394227,27.771832892926557,0.7882745302115405,1.3162006110391733
Ciudad de Ceuta,51,Ceuta,84263,61587,31194,30837,30521,316,357,UP,3345,10.847358692479814,1.4722464326906544,0.5140928290274793
Ciudad de Melilla,52,Melilla,85584,57795,27483,27121,26853,268,362,UP,2667,9.83370819660042,1.564661203773274,0.4660525211658966
